model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,rides_count,ride_time_median,ride_stops_count,user_quality_median,rider_rating_mean,car_accidents_sum,driver_expirience,driver_age_mean,fix_duration_median,mean_destroy_degree,rarest_work,most_freq_work
Kia Rio X,economy,petrol,2.2,2012,22872,2022,4.6994252873563225,13137940.33858752,0.1,126.00949600809513,170,51.0,685,-0.5837355649028773,8.094827586206897,2117.0,0.5393846215610935,33.52873563218391,26.0,4.208571428571429,refuel,repair
Kia Rio X-line,economy,petrol,4.14,2015,87419,2020,4.107126436781609,7033562.804864312,0.1,185.32600924547597,170,44.0,169,-0.0768106475854559,8.027586206896551,1288.0,0.6232061658833301,35.706896551724135,26.0,2.894285714285714,refuel,repair
Skoda Rapid,economy,petrol,3.42,2015,90601,2020,5.354770114942529,20084373.430179667,0.1,109.9067149081344,170,40.5,128,16.419070256088773,8.01206896551724,1250.0,0.6288477252381234,34.02298850574713,25.0,3.931428571428571,refuel_check,repair
Kia Sportage,standart,petrol,4.7,2013,46648,2019,3.842068965517241,20814137.94661303,0.1,193.3685732877934,169,47.5,144,-20.741253005313965,8.11609195402299,1905.0,0.6265611213347687,34.1551724137931,28.0,3.557142857142857,refuel,repair
Renault Sandero,standart,petrol,4.12,2015,81653,2016,4.267183908045977,23627229.7862401,0.1,173.04906333826102,167,48.0,160,-8.453459755904554,7.9655172413793105,1268.0,0.26577118518716875,34.47126436781609,28.0,2.6714285714285713,refuel,reparking
VW Tiguan,economy,petrol,4.16,2017,132600,2019,4.410057471264368,18615633.243254166,0.1,173.46117014572314,171,44.5,133,-15.235401150639433,7.854022988505746,1496.0,0.7445140106899555,34.94252873563219,27.0,3.9542857142857146,refuel_reparking,repair
Kia Rio,economy,petrol,4.36,2011,1439,2017,4.748850574712644,19106733.85868665,0.1,196.04508171389597,168,54.0,626,-3.7901057553892823,8.074712643678161,1957.0,0.6599930434515708,34.95977011494253,24.0,4.225714285714286,refuel,repair
Smart ForFour,economy,petrol,5.24,2017,124530,2015,4.436149425287356,16621788.214357771,0.1,200.0,170,63.0,668,-0.28666342912568066,8.136206896551725,1633.0,0.5573853928514436,34.304597701149426,26.0,3.6599999999999997,refuel,repair
VW Polo VI,economy,petrol,4.46,2011,11754,2017,4.068620689655172,11967036.665432937,0.1,189.8047665509525,172,39.0,130,-25.719318829767026,8.102873563218392,1434.0,0.5771286582596613,31.770114942528735,23.0,3.08,refuel_check,repair
Kia Rio X-line,economy,petrol,5.96,2012,20930,2018,5.39235632183908,13699937.498471092,1.22,126.61832377854712,168,37.0,112,-14.987729646020648,8.122413793103448,1303.0,0.568422901691858,34.252873563218394,24.0,4.868571428571428,reparking,repair
Nissan Qashqai,standart,petrol,3.38,2013,43909,2020,4.244712643678161,11638027.048504008,0.1,194.8169460268608,167,45.5,134,-8.427917893324182,7.9781609195402305,1285.0,0.6255136654659295,33.87356321839081,25.0,3.0771428571428574,refuel,repair
Kia Sportage,standart,petrol,3.78,2015,86476,2018,4.208390804597701,11921403.331871446,0.1,182.0445787879931,170,46.0,156,10.043601192591133,7.958620689655172,1251.0,0.49075838915277203,36.339080459770116,25.0,2.8457142857142856,refuel_check,repair
VW Polo,economy,petrol,3.52,2013,47288,2019,4.446551724137931,8451909.26204301,0.1,136.63040685162372,168,49.0,528,-0.5080855948020266,8.159770114942528,1786.0,0.7719034504521315,32.132183908045974,27.0,4.448571428571428,refuel,repair
Kia Sportage,standart,petrol,4.08,2015,71427,2017,4.258965517241379,12475584.667702591,0.0,179.0,165,45.0,153,-2.2984534606651548,8.059195402298851,1436.0,0.7596752989572237,35.43103448275862,25.0,3.9,refuel,repair
Smart ForFour,economy,petrol,5.28,2013,47865,2017,4.119195402298851,12746073.357870394,0.1,180.25959685932625,170,43.0,138,-17.48075695344467,8.061494252873564,1377.0,0.63366318590324,34.798850574712645,23.0,2.9971428571428573,refuel_check,repair
Smart ForFour,economy,petrol,4.3,2015,88693,2015,5.636091954022988,13197322.489497326,0.1,120.08519408646436,170,38.0,130,-11.222892900478886,8.037931034482758,1345.0,0.7246804485432256,34.2816091954023,29.0,4.394285714285715,refuel_check,repair
Smart ForFour,economy,petrol,2.32,2017,129623,2019,3.9786206896551723,5160139.63399371,0.1,185.30720473884284,165,45.0,133,1.6347755362785463,7.970114942528736,1338.0,0.434719465914659,34.770114942528735,27.0,2.7,refuel_check,reparking
Smart ForFour,economy,petrol,5.52,2017,126000,2015,4.374367816091954,9896285.8998135,0.15,102.5502181006026,168,37.0,139,0.6442602632627388,7.80632183908046,1593.0,0.7302074584694952,34.02298850574713,27.0,3.52,refuel_check,repair
VW Polo,economy,petrol,5.56,2012,21871,2016,4.671551724137931,7485421.708839286,0.79,161.3040638815686,166,41.0,141,-2.414701505547702,8.108045977011495,2222.0,0.5965370447165467,33.81609195402299,25.0,3.1714285714285713,refuel_check,repair
VW Polo,economy,petrol,3.06,2013,39692,2016,4.606034482758621,11360905.55087432,0.1,160.0,169,40.0,146,-8.924734043175732,8.188505747126436,2168.0,0.7780935042595323,33.60919540229885,25.0,2.5771428571428574,refuel,repair
Kia Sportage,standart,petrol,5.02,2015,79029,2019,4.069367816091955,18711347.50068034,0.0,176.2560884982147,169,45.0,160,-10.704431399869247,8.060919540229884,1448.0,0.4618181474384058,34.48275862068966,22.0,3.337142857142857,refuel_check,repair
Kia Sportage,standart,petrol,2.82,2015,81505,2017,4.5297701149425285,10254335.08072789,0.1,110.32876720748573,173,41.0,129,18.48466027232657,7.772413793103449,1634.0,0.4540574236559233,32.54597701149425,27.0,3.9199999999999995,reparking,repair
Renault Sandero,standart,petrol,4.08,2013,35273,2022,4.527126436781609,8927982.606845142,0.1,166.79793971734432,167,38.0,149,-16.026698080439793,8.094252873563219,1920.0,0.4422753435301051,34.17816091954023,27.0,3.1142857142857143,refuel_check,repair
VW Polo,economy,petrol,4.24,2011,5693,2018,4.075057471264367,7933177.037785909,0.1,189.99768465057588,170,44.0,143,9.704320382287964,7.909770114942528,1712.0,0.5997642967381023,32.764367816091955,26.0,3.0,refuel,reparking
Skoda Rapid,economy,petrol,3.7,2015,74119,2019,4.68867816091954,13937046.696911572,0.1,115.0,171,55.0,649,-11.539166291628636,7.9689655172413785,2264.0,0.2907021969032048,34.241379310344826,23.0,2.9857142857142858,oil_change,reparking
Skoda Rapid,economy,petrol,4.4,2016,115249,2016,4.09028735632184,14464944.41946513,0.1,173.46929074424847,169,43.0,134,3.3517163201860063,8.036781609195403,1388.0,0.7171653346299162,34.9080459770115,29.0,3.2857142857142856,refuel_check,repair
Kia Rio X-line,economy,petrol,4.72,2012,22087,2018,4.206264367816092,20051476.568885162,0.1,149.3680569656025,169,45.0,134,-10.354821073211076,8.079885057471264,1593.0,0.7612503535994248,34.37931034482759,27.0,2.6885714285714286,refuel,reparking
Mercedes-Benz GLC,business,petrol,4.96,2013,39729,2021,3.9744252873563215,15140105.237878496,0.1,176.0704027710107,170,41.0,129,11.629286114764291,8.560919540229884,1841.0,0.7244722453654233,33.60344827586207,28.0,3.702857142857143,refuel,repair
VW Tiguan,economy,petrol,3.62,2017,127194,2020,4.050114942528736,12869711.92809276,0.1,167.51723312036128,170,43.0,146,-1.0427069209863664,7.941379310344828,1293.0,0.39414807253801476,36.241379310344826,29.0,2.48,refuel,reparking
Kia Sportage,standart,petrol,4.32,2013,40977,2015,4.630862068965517,13040322.728814466,0.1,156.0,168,39.0,151,-9.015776632065279,8.157471264367816,1546.0,0.6862656262856409,33.0,22.0,3.1599999999999997,refuel_check,repair
Kia Rio X-line,economy,petrol,4.34,2013,45381,2016,4.107586206896552,25303644.797632694,0.0,195.2861626427412,171,42.5,135,3.737604503452881,7.960919540229885,1272.0,0.6406749537331982,35.82183908045977,27.0,3.6457142857142855,refuel,repair
Nissan Qashqai,standart,petrol,4.22,2013,46259,2015,3.9549999999999996,12452369.619829401,0.1,175.61102217329213,168,46.0,139,-0.4406916471015173,8.16896551724138,1796.0,0.5106327150016383,31.862068965517242,29.0,4.177142857142857,refuel,reparking
Kia Rio X-line,economy,petrol,5.16,2011,6954,2015,4.432183908045977,7336217.5077044405,0.61,112.35296240295077,164,39.0,141,4.103829028917091,7.789080459770115,1637.0,0.591423084135116,34.201149425287355,26.0,3.1485714285714286,refuel_check,reparking
Renault Kaptur,standart,petrol,4.72,2011,4209,2022,5.197068965517241,16467545.38110294,0.1,111.80345313624804,169,39.0,125,8.880643042332322,8.010344827586207,1310.0,0.7755403948077598,34.632183908045974,26.0,3.362857142857143,refuel_check,repair
VW Tiguan,economy,petrol,4.24,2017,113201,2021,4.254080459770115,10514408.148179604,0.1,187.92088758471965,170,40.0,122,-5.987657208672835,7.862068965517241,1607.0,0.49115931215260517,35.00574712643678,27.0,3.5714285714285716,refuel,repair
BMW 320i,business,petrol,4.02,2014,58695,2020,4.675919540229885,16607283.682428492,0.1,158.50322429837283,170,36.0,123,-12.659579900950337,8.033908045977013,2176.0,0.48030575379998197,33.39655172413793,25.0,2.98,refuel_check,repair
Renault Sandero,standart,petrol,4.7,2014,75248,2018,4.094252873563218,10264649.906511132,0.1,195.18456912262545,166,47.0,147,-14.36281843198557,7.885057471264368,1601.0,0.5574426675657057,33.58045977011494,22.0,4.102857142857142,oil_change,repair
Audi A4,premium,petrol,6.02,2014,67985,2021,4.557873563218391,10418342.31342751,0.1,108.51946819318027,164,35.5,139,5.560742444263441,7.9270114942528735,1621.0,0.6339044111052924,35.695402298850574,27.0,3.531428571428571,refuel_check,repair
Kia Sportage,standart,petrol,4.18,2015,75858,2018,4.8612068965517246,8857526.136527807,0.1,167.23283788179316,170,49.0,549,9.576211475401621,8.065517241379311,2136.0,0.39941734625010583,33.62068965517241,28.0,3.417142857142857,refuel_check,repair
Kia Rio X,economy,petrol,4.2,2015,83400,2014,4.150977011494253,6636083.92089784,0.1,194.5313150545371,169,46.0,158,-1.8990643484478968,7.933908045977011,1273.0,0.6767007490039099,33.14367816091954,24.0,2.842857142857143,refuel,repair
Nissan Qashqai,standart,petrol,4.4,2015,87391,2019,4.157413793103448,18959156.999617353,0.1,193.5739295092904,170,44.0,134,-2.0693378242281852,8.059770114942529,1345.0,0.6977778438522754,33.206896551724135,24.0,2.677142857142857,refuel,repair
VW Polo,economy,petrol,4.3,2014,71807,2022,4.523103448275862,15302309.957840148,0.1,101.74359099449605,168,35.5,137,-16.425079814785512,7.76264367816092,1566.0,0.37925664682993016,34.45402298850575,28.0,4.34,refuel_check,repair
Nissan Qashqai,standart,petrol,5.78,2015,93706,2017,4.175689655172414,9684175.76775992,0.1,195.8715085366833,171,47.0,141,9.120052692447274,7.836206896551724,1616.0,0.6430970027443216,32.839080459770116,26.0,4.134285714285714,refuel_check,repair
VW Tiguan,economy,petrol,5.08,2014,57442,2017,4.169942528735633,21889645.11673734,0.1,174.15821427344915,166,47.0,121,-2.3107035962748066,7.792528735632184,1610.0,0.5960987150253432,34.9080459770115,26.0,3.065714285714286,refuel,reparking
Audi Q3,premium,petrol,4.52,2016,92850,2022,4.105919540229885,7703850.686749467,0.0,185.08461278706253,169,47.0,152,9.544074741570169,8.036206896551723,1231.0,0.5947527592401893,36.43103448275862,23.0,3.817142857142857,refuel_check,repair
Kia Rio X,economy,petrol,4.74,2011,5334,2017,5.449022988505747,16928112.346710533,0.58,103.72493460170924,168,44.0,133,3.54475824442632,7.967816091954023,1232.0,0.40639273504504786,35.55172413793103,24.0,3.7800000000000002,oil_change,repair
Kia Rio X-line,economy,petrol,4.8,2011,1876,2017,4.274597701149425,13939927.20733248,0.0,199.89739857965424,163,39.5,132,-8.74373389081688,7.995402298850575,1361.0,0.7007032389467501,34.9367816091954,24.0,3.7371428571428575,refuel,repair
Smart Coupe,economy,petrol,4.38,2016,96277,2016,4.092586206896552,20612138.66527738,0.0,158.97588577793218,168,47.0,140,-6.57700928448843,8.02816091954023,1251.0,0.7726237690475243,34.87356321839081,24.0,4.0,refuel_check,repair
Kia Rio,economy,petrol,5.1,2014,61248,2016,4.35183908045977,13568653.444431217,0.23,163.85365932663854,167,38.0,124,1.5594745408630764,8.097701149425287,1766.0,0.7239402619249408,33.50574712643678,26.0,2.8314285714285714,oil_change,repair
VW Tiguan,economy,petrol,5.82,2016,102626,2017,4.516091954022988,14983326.476873044,0.1,153.0,166,41.5,152,28.02089854076096,8.158045977011493,1822.0,0.6509844023003333,36.08620689655172,25.0,2.3342857142857145,refuel_check,reparking
Hyundai Solaris,economy,petrol,4.28,2012,19784,2017,5.433448275862069,12605818.308884509,0.5,112.95927324568466,166,40.0,132,18.83098149875872,8.044252873563218,1238.0,0.5093197812407355,35.701149425287355,24.0,3.6885714285714286,reparking,repair
VW Tiguan,economy,petrol,4.7,2013,43382,2020,4.344080459770115,8092773.3986076275,0.1,102.91040144607732,165,35.0,146,16.65384903902447,7.763218390804598,1495.0,0.4302762908922447,35.63793103448276,26.0,3.2685714285714287,refuel,reparking
Skoda Rapid,economy,petrol,3.02,2017,130192,2014,3.9597701149425286,22551500.65433456,0.1,180.9163530193012,166,44.0,119,4.481019340753473,7.960919540229885,1191.0,0.834533350497478,35.51724137931034,24.0,2.92,refuel,repair
Skoda Rapid,economy,petrol,4.32,2013,39955,2016,4.690344827586207,11775251.208169276,0.0,189.76002902562985,169,42.5,134,-18.02065465396565,8.122988505747127,1374.0,0.5417042474886992,34.94252873563219,25.0,3.968571428571429,refuel,repair
Kia Sportage,standart,petrol,2.54,2015,81075,2016,4.4990804597701155,14756810.157329485,0.1,105.29097027079976,171,43.0,131,2.073918887691212,7.798275862068966,1510.0,0.6537666106091536,33.41954022988506,26.0,3.565714285714286,oil_change,repair
Renault Sandero,standart,petrol,4.9,2015,84878,2016,4.986609195402298,10284077.411581798,0.57,117.71189851291987,169,38.0,129,6.502472688119573,8.075287356321839,1351.0,0.5178372026536273,34.42528735632184,26.0,3.834285714285714,refuel_check,repair
Nissan Qashqai,standart,petrol,3.64,2015,88467,2022,4.208045977011494,17905936.582677346,0.1,179.59710559588757,168,45.0,149,10.212783183334277,8.065517241379311,1217.0,0.5428827637981871,35.01724137931034,27.0,2.1942857142857144,refuel_check,reparking
VW Tiguan,economy,petrol,2.96,2013,36650,2022,4.479597701149426,17412725.51580621,0.1,157.22385771459471,163,56.0,703,-8.886112737172542,8.056896551724138,2158.0,0.5745061477486209,35.258620689655174,24.0,3.5742857142857143,refuel,repair
Renault Sandero,standart,petrol,4.58,2015,77531,2015,4.572183908045977,14241596.179799424,0.1,165.08810537896602,168,54.0,660,-4.8531764929141,8.069540229885057,1696.0,0.6767007490039099,34.5919540229885,24.0,4.22,refuel,repair
Renault Sandero,standart,petrol,3.58,2013,46708,2017,4.151551724137931,14261048.924189748,0.1,185.75317782281076,172,41.5,137,-17.18256728647398,7.975287356321839,1361.0,0.45008121568184334,34.04597701149425,23.0,2.6971428571428575,refuel,reparking
Smart Coupe,economy,petrol,4.44,2017,135192,2018,4.556436781609196,8986406.441877333,0.16,113.06371740992842,165,39.0,131,4.7756516946607,7.9287356321839075,1773.0,0.38027546534163864,33.17816091954023,26.0,3.582857142857143,refuel_check,repair
Smart ForFour,economy,petrol,5.14,2015,73604,2017,4.559252873563218,12442866.732602581,0.44,103.37714424951857,165,37.0,142,-14.441187515283994,7.8356321839080465,1528.0,0.3399540665012869,34.63793103448276,26.0,4.048571428571428,refuel,repair
Kia Rio,economy,petrol,4.24,2013,40772,2016,4.337758620689655,14514242.610658329,0.1,180.95105856087335,172,43.0,134,4.568321828969826,7.954597701149424,1273.0,0.6643745590926037,34.01724137931034,24.0,2.882857142857143,refuel_check,repair
Kia Sportage,standart,petrol,5.56,2012,21395,2018,4.370689655172414,18004812.79552468,0.1,193.52150143052245,168,43.0,144,-3.4761746192060876,7.802873563218391,1443.0,0.6736938265051621,34.0919540229885,26.0,3.7142857142857144,refuel,repair
Kia Rio X-line,economy,petrol,3.82,2013,44337,2017,4.064655172413793,24598490.313839313,0.0,187.24103112798144,170,43.5,135,-3.9702095636899895,7.924137931034482,1241.0,0.52928776083888,34.258620689655174,22.0,4.297142857142857,refuel,repair
Kia Rio X-line,economy,petrol,5.9,2013,41179,2020,3.942068965517241,17948590.386832353,0.0,160.62432160903296,168,46.5,115,-1.4392251796935196,8.050574712643678,1307.0,0.5319389087070516,33.91954022988506,26.0,3.1085714285714285,refuel,reparking
Renault Sandero,standart,petrol,4.12,2015,73441,2018,4.189655172413793,19087177.12036739,0.1,193.39175021079745,171,47.0,140,-21.70728425923096,7.8660919540229886,1607.0,0.3883104363504242,32.666666666666664,28.0,3.6,refuel,repair
Smart ForFour,economy,petrol,3.26,2014,60524,2021,3.9982758620689656,10415439.865621528,0.1,193.6793229926388,167,44.0,123,8.283410380123755,7.824137931034484,1667.0,0.6573584065955254,33.08045977011494,27.0,3.6771428571428566,refuel,repair
Smart Coupe,economy,petrol,4.38,2016,95641,2020,4.156206896551724,12272443.429408368,0.0,200.0,168,46.0,152,1.392986981489313,8.022988505747126,1298.0,0.46071780152242514,33.166666666666664,23.0,3.4,refuel_check,repair
Kia Rio X,economy,petrol,5.9,2011,6550,2020,4.501896551724138,11519489.142308759,0.1,143.5682345264992,165,55.0,626,0.26580804642412736,8.101724137931035,2368.0,0.8252019567399141,32.2183908045977,26.0,3.1942857142857144,refuel_check,reparking
VW Tiguan,economy,petrol,4.56,2015,82940,2021,4.0248275862068965,11807703.335587384,0.0,192.45785026244403,167,41.5,132,3.253655816519375,8.113793103448275,1285.0,0.6030949994995299,35.741379310344826,25.0,4.248571428571428,refuel_check,repair
Smart ForFour,economy,petrol,4.66,2017,122882,2021,4.23948275862069,14056062.002109865,0.1,191.93403535267203,167,46.5,141,9.167280377301086,8.020689655172413,1353.0,0.6675654320791428,34.49425287356322,23.0,3.277142857142857,refuel_check,repair
VW Polo VI,economy,petrol,2.1,2015,89960,2018,4.147758620689656,13435315.158084646,0.1,187.86917597722763,170,42.5,137,-8.615668106907716,7.863793103448276,1683.0,0.4460389636592626,33.43103448275862,28.0,2.9457142857142857,refuel_check,reparking
Renault Kaptur,standart,petrol,5.4,2014,69549,2016,4.692701149425287,8858392.382318025,0.1,167.52398525605378,171,58.5,662,4.9276680485115705,8.108620689655172,2445.0,0.44148562387544443,34.706896551724135,26.0,3.4885714285714284,refuel,repair
Kia Rio,economy,petrol,6.22,2012,22988,2016,5.2443103448275865,10384899.975491,0.1,107.1943675066249,170,41.5,129,-27.28063316500309,8.01494252873563,1196.0,0.5763598342842462,33.47701149425287,24.0,3.1114285714285717,oil_change,reparking
Kia Rio X-line,economy,petrol,3.68,2013,46131,2018,4.758275862068966,13679933.944001904,0.1,119.94281302305744,171,39.5,139,-0.8550432928217628,7.763793103448276,1556.0,0.38332315154252233,34.11494252873563,27.0,4.251428571428572,refuel,repair
